order_id,order_date,customer_id,product_id,quantity,price,region
1283,2025-11-03,C017,P011,2,22.0,North
1284,2025-11-03,C036,P004,4,31.83,North
1285,2025-11-03,C021,P018,3,36.25,North
1286,2025-11-03,C008,P004,2,93.19,North
1287,2025-11-03,C005,P017,2,30.73,South
1288,2025-11-03,C026,P002,2,36.03,North
1289,2025-11-03,C016,P002,1,43.24,East
1290,2025-11-03,C036,P012,4,69.74,East
1291,2025-11-03,C028,P006,1,20.64,North
1292,2025-11-03,C029,P010,4,95.86,West
1293,2025-11-03,C047,P016,2,87.9,South
1294,2025-11-03,C012,P014,3,61.95,North
1295,2025-11-03,C037,P007,5,70.66,North
1296,2025-11-03,C030,P019,5,11.5,North
1297,2025-11-03,C023,P017,2,40.51,West
1298,2025-11-03,C016,P009,1,81.61,West
1299,2025-11-03,C014,P013,3,16.97,West
1300,2025-11-03,C010,P005,4,35.41,South
1301,2025-11-03,C007,P005,2,62.68,East
1302,2025-11-03,C045,P010,3,33.08,South
1303,2025-11-03,C037,P010,3,94.06,West
1304,2025-11-03,C029,P007,4,21.8,East
1305,2025-11-03,C003,P015,3,81.77,East
1306,2025-11-03,C015,P007,1,55.72,West
1307,2025-11-03,C036,P015,1,77.53,West
1308,2025-11-03,C047,P003,1,37.96,South
1309,2025-11-03,C046,P019,3,56.3,West
1310,2025-11-03,C019,P010,1,87.12,East
1311,2025-11-03,C013,P015,4,52.02,North
1312,2025-11-03,C042,P003,3,42.37,West
1313,2025-11-03,C021,P006,5,58.25,West
1314,2025-11-03,C037,P012,3,74.56,South
1315,2025-11-03,C027,P015,4,49.92,South
1316,2025-11-03,C029,P006,5,94.5,West
1317,2025-11-03,C020,P013,3,36.55,East
1318,2025-11-03,C025,P019,1,52.79,East
1319,2025-11-03,C006,P003,2,78.12,North
1320,2025-11-03,C036,P008,2,72.02,West
1321,2025-11-03,C002,P008,1,87.73,South
1322,2025-11-03,C022,P020,2,99.71,East
1323,2025-11-03,C032,P015,2,48.42,North
1324,2025-11-03,C016,P004,1,20.0,West
1325,2025-11-03,C018,P019,1,12.74,East
1326,2025-11-03,C005,P003,3,75.42,West
1327,2025-11-03,C036,P013,3,88.66,West
1328,2025-11-03,C030,P008,1,29.86,East
1329,2025-11-03,C045,P016,4,24.26,East
1330,2025-11-03,C019,P013,2,15.6,East
1331,2025-11-03,C023,P003,3,84.04,West
1332,2025-11-03,C034,P016,2,38.02,West
1333,2025-11-03,C013,P009,5,46.15,North
1334,2025-11-03,C043,P014,1,55.25,South
1335,2025-11-03,C029,P013,4,85.55,West
1336,2025-11-03,C036,P007,5,68.57,South
1337,2025-11-03,C022,P015,5,65.36,East
1338,2025-11-03,C047,P007,5,25.81,West
1339,2025-11-03,C036,P006,1,56.19,North
1340,2025-11-03,C009,P002,3,74.38,North
1341,2025-11-03,C039,P009,1,97.59,South
1342,2025-11-03,C019,P017,3,28.13,East
1343,2025-11-03,C038,P005,5,10.86,South
1344,2025-11-03,C006,P012,5,16.78,East
1345,2025-11-03,C047,P001,4,43.83,North
1346,2025-11-03,C015,P010,3,83.85,South
1347,2025-11-03,C020,P011,5,10.64,North
1348,2025-11-03,C009,P016,2,51.11,North
1349,2025-11-03,C032,P014,4,39.63,East
1350,2025-11-03,C004,P008,1,14.72,South
1351,2025-11-03,C050,P017,4,50.52,South
1352,2025-11-03,C018,P018,2,32.93,North
1353,2025-11-03,C005,P012,3,41.67,North
1354,2025-11-03,C020,P017,1,73.51,East
1355,2025-11-03,C023,P014,1,56.94,West
1356,2025-11-03,C011,P016,3,21.22,West
1357,2025-11-03,C037,P014,4,96.53,North
1358,2025-11-03,C022,P009,5,67.23,West
1359,2025-11-03,C004,P004,4,78.93,West
1360,2025-11-03,C029,P011,2,17.13,West
1361,2025-11-03,C044,P006,5,14.24,West
1362,2025-11-03,C034,P015,4,11.75,North
1363,2025-11-03,C013,P005,3,26.99,West
1364,2025-11-03,C042,P011,2,47.3,West
1365,2025-11-03,C009,P018,2,94.22,East
1366,2025-11-03,C042,P013,2,51.14,North
1367,2025-11-03,C031,P011,5,36.12,South
1368,2025-11-03,C007,P014,1,60.57,South
1369,2025-11-03,C004,P018,5,20.07,East
1370,2025-11-03,C019,P019,4,64.86,East
1371,2025-11-03,C042,P015,1,61.16,North
1372,2025-11-03,C030,P009,4,81.28,South
1373,2025-11-03,C031,P008,1,98.8,West
1374,2025-11-03,C035,P020,5,32.58,East
1375,2025-11-03,C021,P001,2,55.87,South
1376,2025-11-03,C031,P004,3,91.8,North
1377,2025-11-03,C019,P014,2,80.67,West
1378,2025-11-03,C031,P002,5,53.87,North
1379,2025-11-03,C032,P016,1,95.08,East
1380,2025-11-03,C002,P003,2,15.15,South
1381,2025-11-03,C010,P008,5,93.79,South
1382,2025-11-03,C002,P006,4,14.55,South
1383,2025-11-03,C002,P016,3,59.26,South
1384,2025-11-03,C024,P016,2,90.14,West
1385,2025-11-03,C017,P007,1,33.64,West
1386,2025-11-03,C032,P013,4,52.5,North
1387,2025-11-03,C016,P013,5,39.19,West
1388,2025-11-03,C016,P005,3,95.69,East
1389,2025-11-03,C046,P020,1,84.13,East
1390,2025-11-03,C039,P018,5,73.81,South
1391,2025-11-03,C031,P015,5,62.89,East
1392,2025-11-03,C043,P018,2,83.85,North
1393,2025-11-03,C024,P002,2,45.3,West
1394,2025-11-03,C001,P010,1,50.28,West
1395,2025-11-03,C011,P013,5,75.7,West
1396,2025-11-03,C021,P018,2,42.2,East
1397,2025-11-03,C004,P015,3,15.75,West
1398,2025-11-03,C007,P012,3,16.69,South
1399,2025-11-03,C026,P015,5,20.38,South
1400,2025-11-03,C047,P013,2,88.27,South
1401,2025-11-03,C050,P018,1,52.5,East
1402,2025-11-03,C012,P015,1,74.16,West
1403,2025-11-03,C031,P011,1,45.36,East
1404,2025-11-03,C017,P019,3,33.28,West
1405,2025-11-03,C033,P003,2,41.25,North
1406,2025-11-03,C011,P007,2,81.48,North
1407,2025-11-03,C028,P014,3,66.27,East
1408,2025-11-03,C032,P014,1,94.39,South
1409,2025-11-03,C001,P013,1,71.17,East
1410,2025-11-03,C047,P012,5,61.32,South
1411,2025-11-03,C028,P009,4,64.92,West
1412,2025-11-03,C042,P001,2,94.81,South
1413,2025-11-03,C007,P019,2,80.94,South
1414,2025-11-03,C002,P011,2,12.16,West
1415,2025-11-03,C042,P019,4,58.07,North
1416,2025-11-03,C024,P018,5,71.95,West
1417,2025-11-03,C004,P012,4,77.38,East
1418,2025-11-03,C044,P001,1,29.18,East
1419,2025-11-03,C019,P019,1,88.05,East
1420,2025-11-03,C026,P020,2,96.03,East
1421,2025-11-03,C011,P017,3,31.3,East
1422,2025-11-03,C040,P005,2,89.44,North
1423,2025-11-03,C050,P003,3,18.73,North
1424,2025-11-03,C043,P002,4,15.01,South
1425,2025-11-03,C011,P003,1,21.63,East
1426,2025-11-03,C045,P008,3,15.2,West
1427,2025-11-03,C003,P016,4,86.05,East
1428,2025-11-03,C012,P006,1,15.31,North
1429,2025-11-03,C003,P013,3,34.45,East
1430,2025-11-03,C042,P016,2,19.34,North
1431,2025-11-03,C027,P016,2,36.59,South
1432,2025-11-03,C049,P003,2,18.15,South
1433,2025-11-03,C002,P013,4,70.12,South
1434,2025-11-03,C049,P014,2,22.0,North
1435,2025-11-03,C016,P008,5,86.67,East
1436,2025-11-03,C002,P012,1,83.55,East
1437,2025-11-03,C030,P008,4,11.23,West
1438,2025-11-03,C020,P009,2,90.62,North
1439,2025-11-03,C038,P001,1,12.6,West
1440,2025-11-03,C028,P006,3,31.57,South
1441,2025-11-03,C025,P019,2,12.92,East
1442,2025-11-03,C032,P011,1,40.23,North
1443,2025-11-03,C010,P011,5,56.25,West
1444,2025-11-03,C042,P013,3,81.7,West
1445,2025-11-03,C040,P011,5,40.42,West
1446,2025-11-03,C033,P018,1,73.49,East
1447,2025-11-03,C013,P015,5,26.88,East
1448,2025-11-03,C041,P001,1,77.55,East
1449,2025-11-03,C042,P007,1,31.24,North
1450,2025-11-03,C047,P013,5,22.92,East
1451,2025-11-03,C037,P012,1,26.69,North
1452,2025-11-03,C016,P018,2,26.39,West
1453,2025-11-03,C045,P019,1,56.16,West
1454,2025-11-03,C022,P015,4,86.03,South
1455,2025-11-03,C020,P008,1,17.16,East
1456,2025-11-03,C050,P019,4,73.63,West
1457,2025-11-03,C043,P010,1,68.89,East
1458,2025-11-03,C027,P007,1,88.53,North
1459,2025-11-03,C041,P018,5,31.97,West
1460,2025-11-03,C016,P016,2,50.51,East
1461,2025-11-03,C034,P020,2,93.32,West
1462,2025-11-03,C032,P006,3,69.4,West
1463,2025-11-03,C026,P009,5,44.99,East
1464,2025-11-03,C025,P013,5,21.83,West
1465,2025-11-03,C002,P008,2,33.62,West
1466,2025-11-03,C012,P016,5,62.31,West
1467,2025-11-03,C040,P013,2,74.64,West
1468,2025-11-03,C009,P013,5,21.2,North
1469,2025-11-03,C012,P017,1,63.96,West
1470,2025-11-03,C026,P020,2,59.53,South
1471,2025-11-03,C009,P005,2,56.26,West
1472,2025-11-03,C010,P017,4,72.11,East
1473,2025-11-03,C032,P009,5,85.37,South
1474,2025-11-03,C034,P002,5,39.07,North
1475,2025-11-03,C048,P018,2,90.01,South
1476,2025-11-03,C020,P009,1,24.46,South
1477,2025-11-03,C039,P006,1,25.57,South
1478,2025-11-03,C002,P011,1,34.01,East
1479,2025-11-03,C001,P006,5,20.76,East
1480,2025-11-03,C036,P006,4,30.73,East
1481,2025-11-03,C024,P013,2,19.58,North
1482,2025-11-03,C027,P011,3,83.96,East
1483,2025-11-03,C002,P014,4,22.51,East
1484,2025-11-03,C031,P002,3,77.26,South
1485,2025-11-03,C014,P008,4,14.31,East
1486,2025-11-03,C002,P003,1,95.37,West
1487,2025-11-03,C029,P003,5,74.0,East
1488,2025-11-03,C015,P001,3,10.61,North
1489,2025-11-03,C012,P019,4,78.75,North
1490,2025-11-03,C037,P018,5,56.27,West
1491,2025-11-03,C028,P017,3,80.14,North
1492,2025-11-03,C020,P020,2,57.02,North
1493,2025-11-03,C039,P013,4,67.69,South
1494,2025-11-03,C024,P003,2,80.77,West
1495,2025-11-03,C021,P001,1,46.46,South
1496,2025-11-03,C010,P004,2,10.24,South
1497,2025-11-03,C046,P013,2,86.5,East
1498,2025-11-03,C014,P017,4,44.28,West
1499,2025-11-03,C037,P011,1,54.64,East
1500,2025-11-03,C018,P002,2,10.7,East
